gene	no_zero_mean	no_zero_max	binding	functional	ptmod	regulation	textmining	type	repetition	distance	nfams	ndisease_genes	ngenes	sre_file
CDH12	0.628753013368398	0.628753013368398	0.628753013368398	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GPR6	0.613323538024746	0.613323538024746	NA	NA	NA	0.613323538024746	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DRGX	0.613323538024746	0.613323538024746	NA	NA	NA	0.613323538024746	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RIMKLA	0.613323538024746	0.613323538024746	NA	NA	NA	0.613323538024746	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TPH1	0.602744811995322	0.824646863108401	0.824646863108401	NA	0.5	0.483587572877565	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TACO1	0.60057508245914	1	0.498694944347118	0.303030303030303	NA	1	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DBI	0.599706912925304	1	0.199413825850607	NA	NA	1	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SARNP	0.598700916635699	1	0.197401833271399	NA	NA	1	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MBNL1	0.597192470569343	0.650749411618977	0.650749411618977	NA	NA	0.543635529519709	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FBXL15	0.594759692605312	0.594759692605312	NA	NA	NA	0.594759692605312	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PDP1	0.592485754179888	0.75	0.508361204013378	NA	0.75	0.519096058526286	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGFL4	0.589999830587643	0.589999830587643	NA	NA	NA	0.589999830587643	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RGS9BP	0.588815868227633	1	0.177631736455266	NA	NA	1	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
XRN2	0.587962962962963	1	0.175925925925926	NA	NA	1	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MID1IP1	0.583685885525351	1	0.167371771050701	NA	NA	1	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PIGO	0.583536833536833	1	0.167073667073667	NA	NA	1	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CYP1B1	0.575407137543426	0.648699568054406	0.648699568054406	NA	NA	0.502114707032445	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SERPINB4	0.574390449035445	0.665193325193325	0.665193325193325	0	NA	0.483587572877566	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OR4F5	0.565068059512504	0.565068059512504	0.565068059512504	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MT-ND6	0.562790937435934	0.641994301994302	0.641994301994302	NA	NA	0.483587572877565	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TARDBP	0.560428855073851	0.637270137270137	0.637270137270137	NA	NA	0.483587572877566	NA	TARGET	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CYP11B1	0.560198207670454	0.560198207670454	NA	NA	NA	0.560198207670454	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF608	0.54813912626787	0.54813912626787	NA	NA	NA	0.54813912626787	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HIBCH	0.544983272546566	0.544983272546566	NA	NA	NA	0.544983272546566	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DNAJB7	0.541618767339556	0.541618767339556	NA	NA	NA	0.541618767339556	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RAET1L	0.537196101026466	0.537196101026466	NA	NA	NA	0.537196101026466	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FGF18	0.534375550928357	0.825569181221355	0.825569181221355	NA	0.25	0.527557471563715	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
THA1P	0.531991957938495	0.531991957938495	NA	NA	NA	0.531991957938495	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LDHD	0.530421785018191	0.530421785018191	NA	NA	NA	0.530421785018191	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KCNMA1	0.526583712712592	0.539517257928863	0.513650167496321	NA	NA	0.539517257928863	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IL36RN	0.52632040324348	0.52632040324348	0.52632040324348	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF695	0.523888677832053	0.523888677832053	NA	NA	NA	0.523888677832053	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ROBO2	0.519475067784246	0.519475067784246	0.519475067784246	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL23AP6	0.519096058526286	0.519096058526286	NA	NA	NA	0.519096058526286	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MYO5BP1	0.519096058526286	0.519096058526286	NA	NA	NA	0.519096058526286	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C18orf56	0.518836487586487	0.518836487586487	0.518836487586487	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MPPED2	0.517935767935768	0.517935767935768	0.517935767935768	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
BEND5	0.517144892144892	0.517144892144892	0.517144892144892	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LRRK2	0.516543013898937	0.541666666666667	0.52437480215258	NA	0.541666666666667	0.483587572877566	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NECAP1	0.512163050624589	0.512163050624589	0.512163050624589	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SUV420H1	0.51158010081087	0.51158010081087	0.51158010081087	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CCL1	0.509104422217733	0.509104422217733	NA	NA	NA	0.509104422217733	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HDHD3	0.508445258445258	0.508445258445258	0.508445258445258	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ITGA11	0.505997954764815	0.528408336652064	0.528408336652064	NA	NA	0.483587572877565	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ID4	0.497932362519856	0.497932362519856	NA	NA	NA	0.497932362519856	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RARRES2	0.496663400359192	0.496663400359192	NA	NA	NA	0.496663400359192	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CXCL14	0.491181873276425	0.491181873276425	NA	NA	NA	0.491181873276425	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ONECUT2	0.490042728216596	0.490042728216596	NA	NA	NA	0.490042728216596	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ALDOB	0.469666499078264	0.469666499078264	0.469666499078264	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DLX5	0.460734182338154	0.641994301994302	0.641994301994302	NA	0.25	0.490208245020161	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
VGLL4	0.412715101210745	0.500643877635166	0.324786324786325	NA	NA	0.500643877635166	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KRT6A	0.384351403582173	0.647490685952224	0.647490685952224	0.121212121212121	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TRNAG34P	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL7L1P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GNE	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CSPG4P5	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GPR151	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
VTRNA3-1P	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
C6orf162	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLC17A8	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HPYR1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NONOP2	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DEFB129	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MMGT1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LRRC37A2	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KRT12	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HECW1-IT1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CES5A	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR885	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TCEB1P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLC5A9	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ATP5G1P5	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RN5S29	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNRPGP14	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00415	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
OR11G1P	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LAP3P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SRGAP3-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR510	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SPINT4	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DCDC5	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNU7-64P	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RN5S21	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGKV2D-36	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL23AP46	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR888	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
COL6A5	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PPIAP7	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KCNK4	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MTND2P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
DEFA6	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR656	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GOT1L1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CSDAP1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NANOS3	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
HIST2H3PS2	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00336	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ACPT	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MPST	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TRBV6-3	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MSX2P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SRIP3	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PI16	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TEX34	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLC1A7	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TRAJ42	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ECEL1P2	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNORD115-27	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TNFAIP2	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZDHHC22	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPS17P13	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
FAM90A9P	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NBPF5	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00313	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RN5S45	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CBX3P8	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PPP1R11P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNY1P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MIR552	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00434	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ST7-AS2	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RPL3P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
EFCAB8	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLC2A11	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ATP6V1G1P7	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CHEK2P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CPSF1P1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PLCXD2	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ACCSL	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TRIM60	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
KRT8P43	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ARL13A	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SNORA74A	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF713	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
IGHV3-38	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MTND4P23	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CYP2A13	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
GCNT1P4	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SLC35A1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
MEG8	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
XAGE1E	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
PNLDC1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
LINC00301	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
SERBP1P2	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNU7-85P	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
RNY4P7	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
BACH1-IT1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
TMEM238	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
JAZF1-AS1	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
NIPA2	NA	NA	NA	NA	NA	NA	NA	RANDOM	1	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
CELA2B	1	1	NA	NA	NA	1	NA	RANDOM	2	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
AKR1B15	1	1	NA	NA	NA	1	NA	RANDOM	2	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
ZNF668	1	1	NA	NA	NA	1	NA	RANDOM	2	SP	3	3	100	work/SP__s10__f3__d3__g100__14_09_2012__18:30:53__/sre_sp.rdata
